word,meaning,pos,language_id,meaning_langauge_id,dictionary_id,created_at,updated_at
Germicide ,"ಜೀವಾಣುನಾಶಕ, ಕ್ರಿಮಿನಾಶಕ, ರೋಗಾಣುನಾಶಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinability ,ಮೊಳಕೆ ಶಕ್ತಿ / ಸಾಮರ್ಥ್ಯ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinal ,ಪ್ರಜನನಿಕ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinal cells ,ಪ್ರಜನನಿಕ ಕೋಶಗಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinal center ,ಅಂಕುರ ಕೇಂದ್ರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinal epithelium ,ಅಂಕುರಣ ಮೇಲ್ಪರೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinal layer ,ಅಂಕುರ ಪೊರೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinated ,ಮೊಳೆಯುವಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germination ,"ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ, ಚಿಗುರುವಿಕೆ, ಅಂಕುರಣ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germination capacity ,ಮೊಳಕೆಯೊಡೆಯುವ ಸಾಮರ್ಥ್ಯ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germination inhibitors ,"ಮೊಳಕೆ ಪ್ರತಿಷೇಧಕಗಳು, ಮೊಳೆಯುವುದನ್ನು ಪ್ರತಿಬಂಧಿಸುವ ವಸ್ತುಗಳು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germination per cent ,ಶೇಕಡಾವಾರು ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germination power ,"ಮೊಳಕೆಯೊಡೆಯುವ ಶಕ್ತಿ, ಅಂಕುರಣ ಶಕ್ತಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germination test ,"ಮೊಳಕೆ ಸಾಮರ್ಥ್ಯ ಪರೀಕ್ಷೆ, ಬೀಜಾಂಕುರಣ ಪರೀಕ್ಷೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Germination, field fed ",ಕ್ಷೇತ್ರ ಅಂಕುರಣ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germinoma ,ಜನನಾಣುಗಂತಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germline ,ಜೀವಾಣುಶ್ರೇಣಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Germplasm ,"ಬೀಜದ್ರವ್ಯ, ಪ್ರಜನನ ದ್ರವ್ಯ, ಮೂಲಬೀಜ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gerontology ,ಮುಪ್ಪು ಶಾಸ್ತ್ರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gestation period ,"ಗರ್ಭಾವಧಿ ಕಾಲ, ಗರ್ಭಕಾಲ, ಗರ್ಭಾವಧಿ, ಗರ್ಭಧಾರಣೆ ಅವಧಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Get ,"ಸಂತಾನ, ಸಂತತಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ghee separating bacteria ,ತುಪ್ಪ ಬೇರ್ಪಡಿಸುವ ಬ್ಯಾಕ್ಟೀರಿಯ ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ghee setting tank ,"ತುಪ್ಪಗಟ್ಟಿಯಾಗುವ, ಘನೀಕರಣವಾಗುವ ತೊಟ್ಟಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ghee tin sealing machine ,ತುಪ್ಪದ ಡಬ್ಬಿಗೆ ಮುಚ್ಚಳ ಬೆಸೆಯುವ ಯಂತ್ರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giant cell ,"ಬೃಹತ್‌ ಜೀವಕೋಶ, ಮಹಾಕೋಶ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giant Decorative Dahlia ,"ಬೃಹದಲಂಕಾರಿಕ ಡೇಲಿಯ, ಡೇರೆಹೂವಿನ ದೊಡ್ಡ ಬಗೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giant kew ,ಅನಾನಸ್‌ ಹಣ್ಣಿನ ಒಂದು ತಳಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giant mealy bug ,ದೈತ್ಯ ಹಿಟ್ಟಿನ ತಗಣೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giant swallow wort ,"ಎಕ್ಕ, ಬಿಳಿ ಎಕ್ಕ, ಅರ್ಕ, ಯೂಕ್‌ರಾಯ್‌",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giant type ,"ಬೃಹತ್‌ ಬಗೆ, ದೊಡ್ಡಬಗೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gib ,ಗಂಡುಬೆಕ್ಕು ರೋಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gibbon ,ವಾನರ (ಗಿಬ್ಬನ್‌),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gibbous ,ಅರ್ಧಾಧಿಕ ಬಿಂಬದ (ಉಬ್ಬುಳ್ಳ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giblets   ,"೧. ಗಂಡುಬೆಕ್ಕು ಮರಿಗಳು, ೨. ಕೋಳಿಯ ಖಾದ್ಯ ಒಳಾಂಗಗಳು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gid ,ಕುರಿಗಳ ಗಿರಕಿರೋಗ / ತಲೆಸುತ್ತುರೋಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gig ,ಸಣ್ಣದೋಣಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gigantism ,ದೈತ್ಯಾಕಾರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gigot ,ಕುರಿ / ಜಿಂಕೆ / ಕರುವಿನ ಸಿದ್ಧಗೊಳಿಸಿದ ತೊಡೆಮಾಂಸ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gilchrists disease ,ಒಂದು ನಿಡುಗಾಲದ ಶಿಲೀಂಧ್ರ ಸೋಂಕುರೋಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill ,ಕಿವಿರು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill arch ,ಕಿವಿರು ಕಮಾನು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill cavity ,ಕಿವಿರು ಕುಳಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill cover ,ಕಿವಿರು ಮುಚ್ಚಳ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill filaments ,ಕಿವಿರುಗರಿಗಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill net ,"ಬಿಡುಬಲೆ, ಕಿವಿರುಬಲೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill pouch ,ಕಿವಿರು ಚೀಲ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill rakers ,ಕಿವಿರು ಮುಳ್ಳುಗಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gill slit ,ಕಿವಿರು ಸೀಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gills (slips) ,"ನುಸುಳು ಚಿಗುರು, ಮೋಸು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gilt ,"ಪಡ್ಡೆ, ಕಡಸು, ಮಣಕ, ಹೆಣ್ಣುಹಂದಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginger ,ಶುಂಠಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginger grass (East India Lemon Grass) ,"ಶುಂಠಿ ಹುಲ್ಲು, ಅಂತಿಬಲೆ ಹುಲ್ಲು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginger mango ,"ಶುಂಠಿಮಾವು, ಮಾವುಶುಂಠಿ, ಹುಲಿಶುಂಠಿ, ಕರ್ಪೂರ ಅರಿಶಿನ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginger oil ,ಶುಂಠಿತೈಲ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginger oleoresin ,ಶುಂಠಿಯ ಓಲಿಯೊರಾಳ / ಸುಗಂಧರಾಳ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gingerol ,ಶುಂಠಿಯ ಪೇಯ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gingily oil ,ಎಳ್ಳೆಣ್ಣೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gingivitis ,ಒಸಡು ಉರಿಯೂತ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginglymus ,ತಿರುಗೀಲು (ಎರಡು ದಿಕ್ಕಿನಲ್ಲಿ ಮಾತ್ರ ಚಲನವುಳ್ಳ ಹಿಂದುಮುಂದೇಹದ ಒಂದು ಸಂಧಿ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Ginning ,ಯಂತ್ರದಿಂದ ಹತ್ತಿಬೀಜ ತೆಗೆಯುವಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gipsy moth ,"ಅಲೆದಾಡುವ ಪತಂಗ, ಅಲೆಮಾರಿ ಪತಂಗ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gir ,ಗಿರ್ ದನದ / ಹಸುವಿನ ತಳಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girdle ,"ನಡುಗಟ್ಟು, ಸೊಂಟಸುತ್ತು, ಸುತ್ತುಪಟ್ಟೆ, ಸುತ್ತುಕೊರೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girdling ,ಉಂಗುರಾಕಾರದಲ್ಲಿ ತೊಗಟೆ ಸುಲಿಯುವುದು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girdling process ,ಸುತ್ತುಪಟ್ಟಿ ಹಾಕುವ ಪ್ರಕ್ರಿಯೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girth ,"ಕಾಂಡದ ಸುತ್ತಳತೆ / ಪರಿಧಿ, ದಪ್ಪ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girth callipers ,"ಪರಿಧಿಮಾಪಿ, ಸುತ್ತಳತೆ ಮಾಪಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girth class ,ಪರಿಧಿ / ಸುತ್ತಳತೆ ವರ್ಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girth limit ,"ಪರಿಧಿ ಸೀಮಾ, ಸುತ್ತಳತೆ ಪರಿಮಿತಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Girth quotient ,"ಪರಿಧಿ ಭಾಗಫಲ, ಸುತ್ತಳತೆ ಭಾಗಲಬ್ಧ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Girth, exploitable ","ಅತಿಬಳಕೆ ಪರಿಧಿ, ಉಪಯುಕ್ತ ಸುತ್ತಳತೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Girth, mean ","ಮಧ್ಯಸ್ಥ ಪರಿಧಿ, ಮಧ್ಯಸ್ಥ / ಸರಾಸರಿ ಸುತ್ತಳತೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Girth, mid ",ಮಧ್ಯಭಾಗ ಪರಿಧಿ / ಸುತ್ತಳತೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Girth, minimum ",ಕನಿಷ್ಟ ಪರಿಧಿ / ಸುತ್ತಳತೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Girth, quarter ",ಕಾಲುಭಾಗ ಪರಿಧಿ / ಸುತ್ತಳತೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Giving milk ,ಹಾಲುಕರೆಯುವಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gizzard ,ಪಕ್ಷಿ ಮತ್ತು ಮೀನುಗಳ ಎರಡನೇ ಜಠರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glabrous ,"ಕೂದಲು / ತುಪ್ಪುಳು ಇಲ್ಲದ, ನುಣುಪು ಚರ್ಮ, ನಯವಾದ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glaced ,"ಮೆರುಗುಗೊಳಿಸಿದ, ಹೊಳಪುಗೊಳಿಸಿದ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glaced fruit ,"ಹೊಳಪು ನೀಡಿದ ಹಣ್ಣು, ಬಿಸಿ ಸಕ್ಕರೆಪಾಕ ಲೇಪಿಸಿದ ಹಣ್ಣು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glacial ,"ಹಿಮಗಲ್ಲಿನ, ಮಂಜುಗಲ್ಲಿನ, ನೀರ್ಗಲ್ಲಿನ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glacial drift ,"ನೀರ್ಗಲ್ಲು ಪ್ರವಾಹ, ಹಿಮನದಿಯ ಪ್ರವಾಹ, ನೀರ್ಗಲ್ಲುಸಾಗಿತ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glacial soil ,"ಮಂಜುಮಣ್ಣು, ಹಿಮಮಣ್ಣು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glacial tilth ,ಮಂಜು ಉಳುಮೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glacier ,"ನೀರ್ಗಲ್ಲು ನದಿ, ಮಂಜುಪ್ರವಾಹ, ಹಿಮಪ್ರವಾಹ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gladiolus ,ಗ್ಲಾಡಿಯೋಲಸ್‌ ಹೂವು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gladiolus cake ,ಗ್ಲಾಡಿಯೋಲಸ್‌ ಹಿಂಡಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gladiolus rust and smut ,ಗ್ಲಾಡಿಯೋಲಸ್‌ ತುಕ್ಕು ಮತ್ತು ಕಾಡಿಗೆರೋಗ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glamorous insect ,ಮೋಹಕರ ಕೀಟ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gland ,"ಗ್ರಂಥಿ, ರಸಗ್ರಂಥಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gland cistern ,"ಗ್ರಂಥಿರಸ ಸಂಗ್ರಾಹಕ ಸ್ಥಳ,",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glands of krause and wolfering ,ಕಣ್ಣುರೆಪ್ಪೆಯಂಚಿನ ಕಣ್ಣೀರು ಗ್ರಂಥಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glandulae thyroidae ,ಅವಟುಗ್ರಂಥಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glandulae vestibulae ,ಪ್ರಘ್ರಾಣ ಗ್ರಂಥಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glandular cell ,ಗ್ರಂಥೀಯ ಕೋಶ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glandular stomach ,ಗ್ರಂಥಿ ಉದರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glans ,"ಮುಂಡ, ಮುಂಗೊನೆ, ಗ್ರಂಥಿ, ಗಂಡಮಾಲೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glans clitoris ,ಭಗಾಂಕುರದ ಮುಂಗೊನೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glans penis ,"ಶಿಶ್ನದ ಮಣಿ / ಮುಂಗೊನೆ, ಶಿಶ್ನ ಮುಂಡ, ಶಿಶ್ನಮುಂತುದಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glass ,ಗಾಜು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glass basin ,ಗಾಜಿನ ಬೋಗುಣಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glass bulb ,ಗಾಜಿನ ಬಲ್ಬು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glass wool ,ಗಾಜುಣ್ಣೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, combustion ",ದಹನ ಗಾಜು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, fibre bin ",ಗಾಜಿನ ಎಳೆ ತೊಟ್ಟಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, fish ",ಕನ್ನಡಿ ಮೀನು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, hard ",ಗಟ್ಟಿಗಾಜು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, house ",ಗಾಜಿನ ಮನೆ / ಗಾಜಿನ ಪದಾರ್ಥಗಳು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, ruby ",ಕೆಂಪುಗಾಜು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glass, soft ",ಮೆದುಗಾಜು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glassy ,"ಗಾಜಿನಂತಿರುವ, ಗಾಜಿನಂತೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glaubers salt ,ಸೋಡಿಯಂ ಸಲ್ಫೇಟ್‌ ಲವಣ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glaucous ,ಮಾಸಲು ಬೂದು ಹಸುರು ಅಥವಾ ನೀಲಿಬಣ್ಣದ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glazed frost ,"ಹೊಳಪು ಹಿಮ, ಹೊಳಪು ತುಷಾರ ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gleaning ,ಆಯ್ದುತಿನ್ನು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gleization ,"ಗ್ಲೀ ಮಣ್ಣಾಗುವಿಕೆ, ಮಂಜುಮಣ್ಣು ನಿರ್ಮಾಣ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glenoid ,ಕೀಲ್ಗುಳಿ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gliding joint ,ಜಾರುಕೀಲು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gliding movement ,ಜಾರುವ ಚಲನೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gliolumbar ,ಆಸನ ಟೊಂಕೆಲುಬಿನ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gliolumbar ligament ,ಆಸನ ಟೊಂಕೆಲುಬಿನ ತಂತುಗಟ್ಟು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Global radiation ,ಜಾಗತಿಕ ವಿಕಿರಣ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Globe artichoke ,ದೊಡ್ಡ ಆರ್ಟಿಚೋಕ್‌,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Globose ,"ಗುಂಡಗಿನ, ಗೋಲಾಕಾರದ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Globose capsule ,ಗೋಳಾಕೃತಿಯ ಬೀಜಕೋಶ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Globular ,ಗೋಳಾಕಾರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Globule ,"ಸಣ್ಣಗೋಳಕ, ಗೋಳಕ (ರಕ್ತ, ಕೊಬ್ಬಿನ),  ಚಿಕ್ಕಕಣ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Globulin ,ಗೋಳಕ ರಕ್ತದಲ್ಲಿಯ ಸಸಾರಜನಕ ಪದಾರ್ಥ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glochid ,ಬಿರುಗೂದಲು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glomerel ,"ಹೂಗೊಂಚಲು, ಕೋಶಿಕಾ ಗುಚ್ಛ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glomerulitis ,"ಗೊಂಡೆ ಮೂತ್ರಪಿಂಡ ಉರಿಯೂತ, ಗೊಂಡೆಯುರಿತ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glomerulonephritis ,ಗೊಂಡೆಮೂತ್ರಪಿಂಡುರಿಯೂತ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glomerulus ,"ಗೊಂಚಲು, ಗುಚ್ಛ (ಊತಕ ನಾಳಗಳ), ಸೂಕ್ಷ್ಮರಕ್ತನಾಳಗಳ ಗುಚ್ಛ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glomus ,ಸೂಕ್ಷ್ಮರಕ್ತನಾಳಗಳ ಗುಚ್ಛ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gloriosa ,"ಗ್ಲೋರಿಯೋಸ ಹೂವು, ಕರಡಿಕಣ್ಣಿನ ಗೆಡ್ಡೆ, ಅಗ್ನಿಶಿಖೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glory of East ,ಸೇವಂತಿಗೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossa ,ನಾಲಗೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossa epiglottic ,ನಾಲಗೆ ಮತ್ತು ಉಪನಾಲಗೆಯ ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossae ,"ಜಿಹ್ವೆ, ನಾಲಗೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossal ,ಮಧ್ಯದ ಜೊತೆ ಜಿಹ್ವೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossitis ,ನಾಲಗೆ ಊತ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glosso pharyngeal nerve ,ನಾಲಗೆ - ಗಂಟಲ್ಕುಳಿಯ ನರ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glosso pharyngeus ,"ನಾಲಗೆ ಮತ್ತು ಗಂಟಲು ಕುಹರ, ನಾಲಗೆ ಮತ್ತು ಗಂಟಲು ಕುಳಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossolgia ,ನಾಲಗೆ ನೋವು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossophyrosis ,"ಉರಿನಾಲಗೆ, ನಾಲಗೆಯುರಿ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossoplasm ,ನಾಲಗೆ ಸೆಡೆತ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossoptosia ,"ಊದುನಾಲಗೆ, ತೋರನಾಲಗೆ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossotomy ,ನಾಲಗೆ ಕೊಯ್ಸೀಳಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glossy coat ,ಹೊಳಪುಳ್ಳ ಚರ್ಮದ ಹೊದಿಕೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glottiditis ,ನಾಲಗೆಯುರಿತ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glottis ,"ಧ್ವನಿ ದ್ವಾರ / ಕಿಂಡಿ / ತಂತು, ಶ್ವಾಸನಾಳದ್ವಾರ (ಕಂಠದ್ವಾರ) ದನಿಗಂಡಿ, ಗಂಟಲು ಕುಹರ ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glottology ,ನಾಲಗೆಶಾಸ್ತ್ರ ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gloves ,ಕೈಚೀಲ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glow worm ,"ಮಿಂಚುಹುಳು, ಮಿಣುಕುಹುಳು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glucogen ,ಗ್ಲೂಕೋಜನ್‌ ಸಕ್ಕರೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glucose ,ಗ್ಲೂಕೋಸ್‌ ಸಕ್ಕರೆ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
"Glue, animal ",ಪ್ರಾಣಿಜನ್ಯ ಅಂಟು (ಮರವಜ್ರ),NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glued eye ,ಪಿಸರು ಕಣ್ಣು,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glume ,"ಪುಚ್ಛ, ಕಾಳಿನ ಹೊಟ್ಟು, ಸುಂಕ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Glutamic acid ,ಗ್ಲುಟಾಮಿಕ್‌ ಆಮ್ಲ,NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gluteal ,"ಕುಂಡಿಯ, ಪಿರ್ರೆ‍ಯ",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
Gluteus ,"ಕುಂಡಿ, ಪಿರ್ರೆ‍, ಅಂಚು",NULL,2,1,5,5/18/2019 19:55:15,5/18/2019 19:55:15
